origin_id,destination_id,distance,minfare,maxfare,price,demand,elasticity
18,98,10096,(y:303)(p:909)(j:1514)(f:3029),(y:3019)(p:7058)(j:11097)(f:21193),(y:1729)(p:4381)(j:10795)(f:14393),(y:1467)(p:398)(j:305)(f:305),
18,99,8325,(y:250)(p:749)(j:1249)(f:2498),(y:2665)(p:5995)(j:9326)(f:17651),(y:2026)(p:3637)(j:6234)(f:8313),(y:1892)(p:364)(j:194)(f:194),
18,100,8187,(y:246)(p:737)(j:1228)(f:2456),(y:2638)(p:5913)(j:9188)(f:17375),(y:1363)(p:3579)(j:9049)(f:12066),(y:245)(p:69)(j:54)(f:54),
18,101,9344,(y:280)(p:841)(j:1402)(f:2803),(y:2869)(p:6607)(j:10344)(f:19688),(y:1981)(p:4065)(j:8274)(f:11032),(y:972)(p:214)(j:135)(f:135),
18,102,7437,(y:223)(p:669)(j:1116)(f:2231),(y:2487)(p:5462)(j:8437)(f:15875),(y:1379)(p:3264)(j:7623)(f:10164),(y:2953)(p:749)(j:544)(f:544),
18,103,7497,(y:225)(p:675)(j:1125)(f:2249),(y:2500)(p:5499)(j:8498)(f:15996),(y:1603)(p:3289)(j:6696)(f:8928),(y:1782)(p:392)(j:248)(f:248),
18,104,7749,(y:232)(p:697)(j:1162)(f:2325),(y:2550)(p:5650)(j:8749)(f:16498),(y:1734)(p:3395)(j:6547)(f:8729),(y:1958)(p:411)(j:247)(f:247),
18,105,7678,(y:230)(p:691)(j:1152)(f:2304),(y:2536)(p:5607)(j:8679)(f:16357),(y:1375)(p:3365)(j:8076)(f:10768),(y:1912)(p:501)(j:374)(f:374),
18,106,9633,(y:289)(p:867)(j:1445)(f:2890),(y:2927)(p:6780)(j:10633)(f:20266),(y:2293)(p:4186)(j:7355)(f:9807),(y:1393)(p:272)(j:149)(f:149),
18,107,9955,(y:299)(p:896)(j:1493)(f:2987),(y:2991)(p:6973)(j:10955)(f:20911),(y:2107)(p:4321)(j:8797)(f:11729),(y:6180)(p:1358)(j:860)(f:860),
18,108,7592,(y:228)(p:683)(j:1139)(f:2278),(y:2519)(p:5556)(j:8593)(f:16186),(y:1607)(p:3329)(j:6848)(f:9131),(y:1855)(p:412)(j:263)(f:263),
18,109,9263,(y:278)(p:834)(j:1389)(f:2779),(y:2853)(p:6558)(j:10263)(f:19526),(y:2040)(p:4031)(j:7860)(f:10479),(y:1164)(p:246)(j:150)(f:150),
18,110,9610,(y:288)(p:865)(j:1442)(f:2883),(y:2922)(p:6766)(j:10611)(f:20221),(y:1997)(p:4176)(j:8681)(f:11575),(y:876)(p:196)(j:127)(f:127),
18,111,7818,(y:235)(p:704)(j:1173)(f:2345),(y:2564)(p:5691)(j:8818)(f:16636),(y:1351)(p:3424)(j:8437)(f:11249),(y:1148)(p:312)(j:239)(f:239),
18,112,9868,(y:296)(p:888)(j:1480)(f:2961),(y:2974)(p:6921)(j:10868)(f:20737),(y:1790)(p:4285)(j:10100)(f:13466),(y:4274)(p:1096)(j:804)(f:804),
18,113,9468,(y:284)(p:852)(j:1420)(f:2841),(y:2894)(p:6681)(j:10468)(f:19937),(y:2064)(p:4117)(j:8116)(f:10821),(y:2969)(p:634)(j:389)(f:389),
18,114,8474,(y:254)(p:763)(j:1271)(f:2542),(y:2695)(p:6085)(j:9475)(f:17949),(y:1443)(p:3699)(j:9196)(f:12261),(y:2439)(p:670)(j:518)(f:518),
18,115,8389,(y:252)(p:755)(j:1258)(f:2517),(y:2678)(p:6034)(j:9390)(f:17779),(y:1735)(p:3664)(j:7694)(f:10258),(y:572)(p:129)(j:85)(f:85),
18,116,9283,(y:279)(p:836)(j:1393)(f:2785),(y:2857)(p:6570)(j:10284)(f:19568),(y:1819)(p:4039)(j:8915)(f:11887),(y:2586)(p:615)(j:422)(f:422),
18,117,8411,(y:252)(p:757)(j:1262)(f:2524),(y:2682)(p:6047)(j:9412)(f:17823),(y:1739)(p:3673)(j:7713)(f:10284),(y:3799)(p:860)(j:562)(f:562),
18,118,7482,(y:224)(p:673)(j:1122)(f:2245),(y:2496)(p:5489)(j:8482)(f:15965),(y:1494)(p:3283)(j:7175)(f:9566),(y:5456)(p:1285)(j:874)(f:874),
18,119,7484,(y:225)(p:674)(j:1123)(f:2245),(y:2497)(p:5490)(j:8484)(f:15968),(y:1616)(p:3283)(j:6614)(f:8818),(y:6541)(p:1424)(j:892)(f:892),
18,120,5677,(y:170)(p:511)(j:852)(f:1703),(y:2135)(p:4406)(j:6677)(f:12355),(y:996)(p:2525)(j:6221)(f:8295),(y:841)(p:228)(j:175)(f:175),
18,121,7494,(y:225)(p:675)(j:1124)(f:2248),(y:2499)(p:5497)(j:8495)(f:15989),(y:1465)(p:3288)(j:7327)(f:9769),(y:1931)(p:464)(j:322)(f:322),
18,122,8013,(y:240)(p:721)(j:1202)(f:2404),(y:2603)(p:5808)(j:9014)(f:17027),(y:1416)(p:3506)(j:8489)(f:11318),(y:8028)(p:2130)(j:1604)(f:1604),
18,123,9371,(y:281)(p:843)(j:1406)(f:2811),(y:2874)(p:6623)(j:10371)(f:19743),(y:1703)(p:4076)(j:9608)(f:12810),(y:2486)(p:637)(j:467)(f:467),
19,20,10506,(y:315)(p:946)(j:1576)(f:3152),(y:3101)(p:7304)(j:11506)(f:22013),(y:2093)(p:4553)(j:9853)(f:13138),(y:10670)(p:2487)(j:1675)(f:1675),
19,21,10503,(y:315)(p:945)(j:1575)(f:3151),(y:3101)(p:7302)(j:11503)(f:22006),(y:2219)(p:4551)(j:9265)(f:12354),(y:1424)(p:313)(j:198)(f:198),
19,22,10542,(y:316)(p:949)(j:1581)(f:3163),(y:3108)(p:7325)(j:11542)(f:22085),(y:2078)(p:4568)(j:9984)(f:13312),(y:2053)(p:483)(j:329)(f:329),
19,23,10537,(y:316)(p:948)(j:1581)(f:3161),(y:3107)(p:7322)(j:11537)(f:22074),(y:2035)(p:4566)(j:10175)(f:13566),(y:1354)(p:326)(j:226)(f:226),
19,24,10411,(y:312)(p:937)(j:1562)(f:3124),(y:3082)(p:7247)(j:11412)(f:21823),(y:1718)(p:4513)(j:11411)(f:15215),(y:5428)(p:1528)(j:1202)(f:1202),
19,25,8327,(y:250)(p:749)(j:1249)(f:2498),(y:2665)(p:5996)(j:9327)(f:17655),(y:1402)(p:3637)(j:9120)(f:12160),(y:2786)(p:775)(j:604)(f:604),
19,26,8937,(y:268)(p:804)(j:1341)(f:2681),(y:2787)(p:6362)(j:9937)(f:18875),(y:1880)(p:3894)(j:8010)(f:10680),(y:14990)(p:3326)(j:2129)(f:2129),
19,27,9934,(y:298)(p:894)(j:1490)(f:2980),(y:2987)(p:6960)(j:10934)(f:20868),(y:1882)(p:4312)(j:9795)(f:13060),(y:8737)(p:2145)(j:1516)(f:1516),
19,28,10136,(y:304)(p:912)(j:1521)(f:3041),(y:3027)(p:7082)(j:11137)(f:21274),(y:1797)(p:4397)(j:10554)(f:14072),(y:3320)(p:871)(j:650)(f:650),
19,29,8539,(y:256)(p:769)(j:1281)(f:2562),(y:2708)(p:6123)(j:9539)(f:18078),(y:1730)(p:3726)(j:7985)(f:10647),(y:1158)(p:267)(j:178)(f:178),
19,30,3181,(y:95)(p:286)(j:477)(f:955),(y:1636)(p:2909)(j:4182)(f:7364),(y:679)(p:1476)(j:3195)(f:4260),(y:1324)(p:309)(j:208)(f:208),
19,31,8433,(y:253)(p:759)(j:1265)(f:2530),(y:2687)(p:6060)(j:9434)(f:17867),(y:1658)(p:3682)(j:8127)(f:10836),(y:1607)(p:382)(j:262)(f:262),
19,32,9959,(y:299)(p:896)(j:1494)(f:2988),(y:2992)(p:6976)(j:10960)(f:20919),(y:1666)(p:4323)(j:10838)(f:14451),(y:1295)(p:360)(j:281)(f:281),
19,33,1885,(y:57)(p:170)(j:283)(f:566),(y:1377)(p:2131)(j:2885)(f:4771),(y:446)(p:932)(j:1937)(f:2582),(y:1575)(p:353)(j:228)(f:228),
19,34,8971,(y:269)(p:807)(j:1346)(f:2691),(y:2794)(p:6383)(j:9972)(f:18943),(y:1687)(p:3908)(j:8961)(f:11948),(y:1244)(p:309)(j:220)(f:220),
19,35,7273,(y:218)(p:655)(j:1091)(f:2182),(y:2455)(p:5364)(j:8274)(f:15548),(y:1572)(p:3195)(j:6436)(f:8581),(y:1874)(p:408)(j:256)(f:256),
19,36,5037,(y:151)(p:453)(j:756)(f:1511),(y:2008)(p:4023)(j:6038)(f:11075),(y:932)(p:2256)(j:5366)(f:7154),(y:6803)(p:1764)(j:1305)(f:1305),
19,37,8151,(y:245)(p:734)(j:1223)(f:2446),(y:2630)(p:5891)(j:9152)(f:17304),(y:1870)(p:3564)(j:6644)(f:8858),(y:12766)(p:2607)(j:1512)(f:1512),
19,38,8224,(y:247)(p:740)(j:1234)(f:2467),(y:2645)(p:5935)(j:9225)(f:17449),(y:1519)(p:3594)(j:8395)(f:11194),(y:10517)(p:2667)(j:1938)(f:1938),
19,39,1638,(y:49)(p:147)(j:246)(f:491),(y:1328)(p:1983)(j:2638)(f:4276),(y:377)(p:828)(j:1810)(f:2413),(y:3739)(p:881)(j:599)(f:599),
19,40,7208,(y:216)(p:649)(j:1081)(f:2163),(y:2442)(p:5325)(j:8209)(f:15418),(y:1530)(p:3168)(j:6516)(f:8689),(y:11294)(p:2506)(j:1604)(f:1604),
19,41,9775,(y:293)(p:880)(j:1466)(f:2933),(y:2955)(p:6865)(j:10775)(f:20551),(y:1814)(p:4246)(j:9826)(f:13101),(y:5326)(p:1336)(j:962)(f:962),
19,42,7519,(y:226)(p:677)(j:1128)(f:2256),(y:2504)(p:5512)(j:8519)(f:16039),(y:1623)(p:3298)(j:6643)(f:8858),(y:3781)(p:823)(j:516)(f:516),
19,43,10306,(y:309)(p:928)(j:1546)(f:3092),(y:3061)(p:7184)(j:11307)(f:21614),(y:1805)(p:4469)(j:10821)(f:14428),(y:3440)(p:913)(j:687)(f:687),
19,44,10298,(y:309)(p:927)(j:1545)(f:3089),(y:3060)(p:7179)(j:11298)(f:21597),(y:2239)(p:4465)(j:8803)(f:11737),(y:3463)(p:740)(j:454)(f:454),
19,45,11313,(y:339)(p:1018)(j:1697)(f:3394),(y:3263)(p:7788)(j:12314)(f:23627),(y:2294)(p:4892)(j:10377)(f:13837),(y:547)(p:125)(j:82)(f:82),
19,46,8627,(y:259)(p:777)(j:1294)(f:2588),(y:2726)(p:6177)(j:9628)(f:18256),(y:1468)(p:3764)(j:9356)(f:12474),(y:2670)(p:733)(j:567)(f:567),
19,47,8201,(y:246)(p:738)(j:1230)(f:2461),(y:2640)(p:5921)(j:9202)(f:17404),(y:1931)(p:3585)(j:6453)(f:8604),(y:2157)(p:429)(j:240)(f:240),
19,48,7018,(y:211)(p:632)(j:1053)(f:2105),(y:2404)(p:5211)(j:8018)(f:15036),(y:1319)(p:3088)(j:7146)(f:9528),(y:10035)(p:2517)(j:1812)(f:1812),
19,49,5662,(y:170)(p:510)(j:849)(f:1699),(y:2132)(p:4397)(j:6662)(f:12325),(y:1181)(p:2518)(j:5342)(f:7123),(y:11410)(p:2607)(j:1721)(f:1721),
19,50,4982,(y:149)(p:448)(j:747)(f:1495),(y:1996)(p:3989)(j:5982)(f:10965),(y:985)(p:2233)(j:5023)(f:6698),(y:13570)(p:3296)(j:2307)(f:2307),
19,51,8663,(y:260)(p:780)(j:1299)(f:2599),(y:2733)(p:6198)(j:9663)(f:18326),(y:2000)(p:3779)(j:6963)(f:9284),(y:11843)(p:2397)(j:1374)(f:1374),
19,52,5019,(y:151)(p:452)(j:753)(f:1506),(y:2004)(p:4012)(j:6020)(f:11040),(y:1086)(p:2248)(j:4625)(f:6167),(y:7503)(p:1665)(j:1066)(f:1066),
19,53,5082,(y:152)(p:457)(j:762)(f:1525),(y:2016)(p:4049)(j:6082)(f:11165),(y:993)(p:2275)(j:5167)(f:6889),(y:11108)(p:2727)(j:1927)(f:1927),
19,54,5009,(y:150)(p:451)(j:751)(f:1503),(y:2002)(p:4006)(j:6010)(f:11019),(y:1209)(p:2244)(j:4039)(f:5386),(y:4706)(p:936)(j:524)(f:524),
19,55,9918,(y:298)(p:893)(j:1488)(f:2976),(y:2984)(p:6951)(j:10919)(f:20838),(y:1639)(p:4306)(j:10888)(f:14517),(y:7500)(p:2111)(j:1660)(f:1660),
19,56,10135,(y:304)(p:912)(j:1520)(f:3041),(y:3027)(p:7082)(j:11136)(f:21272),(y:2184)(p:4397)(j:8763)(f:11684),(y:2308)(p:498)(j:309)(f:309),
19,57,9995,(y:300)(p:900)(j:1499)(f:2999),(y:2999)(p:6997)(j:10995)(f:20991),(y:2054)(p:4338)(j:9110)(f:12147),(y:4477)(p:1013)(j:662)(f:662),
19,58,3534,(y:106)(p:318)(j:530)(f:1060),(y:1707)(p:3121)(j:4535)(f:8070),(y:619)(p:1625)(j:4108)(f:5478),(y:449)(p:126)(j:99)(f:99),
19,59,6332,(y:190)(p:570)(j:950)(f:1900),(y:2267)(p:4800)(j:7333)(f:13665),(y:1404)(p:2800)(j:5519)(f:7359),(y:11920)(p:2547)(j:1562)(f:1562),
19,60,10806,(y:324)(p:973)(j:1621)(f:3242),(y:3161)(p:7484)(j:11807)(f:22614),(y:2498)(p:4679)(j:8522)(f:11363),(y:483)(p:97)(j:55)(f:55),
19,61,4606,(y:138)(p:415)(j:691)(f:1382),(y:1921)(p:3764)(j:5606)(f:10212),(y:992)(p:2075)(j:4312)(f:5750),(y:1671)(p:374)(j:242)(f:242),
19,62,3923,(y:118)(p:353)(j:589)(f:1177),(y:1785)(p:3354)(j:4924)(f:8847),(y:897)(p:1788)(j:3525)(f:4700),(y:5193)(p:1110)(j:681)(f:681),
19,63,8145,(y:244)(p:733)(j:1222)(f:2444),(y:2629)(p:5888)(j:9146)(f:17292),(y:1604)(p:3561)(j:7860)(f:10480),(y:748)(p:178)(j:122)(f:122),
19,64,9162,(y:275)(p:825)(j:1374)(f:2749),(y:2833)(p:6498)(j:10163)(f:19325),(y:1907)(p:3988)(j:8290)(f:11053),(y:2369)(p:531)(j:343)(f:343),
19,65,8436,(y:253)(p:759)(j:1265)(f:2531),(y:2687)(p:6062)(j:9437)(f:17873),(y:1950)(p:3683)(j:6788)(f:9051),(y:15543)(p:3146)(j:1804)(f:1804),
19,66,7950,(y:239)(p:716)(j:1193)(f:2385),(y:2590)(p:5770)(j:8950)(f:16900),(y:1357)(p:3479)(j:8648)(f:11531),(y:3026)(p:831)(j:643)(f:643),
19,67,10276,(y:308)(p:925)(j:1541)(f:3083),(y:3055)(p:7166)(j:11277)(f:21553),(y:2297)(p:4456)(j:8499)(f:11331),(y:2372)(p:493)(j:293)(f:293),
19,68,9052,(y:272)(p:815)(j:1358)(f:2716),(y:2811)(p:6432)(j:10053)(f:19105),(y:2013)(p:3942)(j:7603)(f:10137),(y:3363)(p:706)(j:423)(f:423),
19,69,7429,(y:223)(p:669)(j:1114)(f:2229),(y:2486)(p:5458)(j:8430)(f:15859),(y:1817)(p:3260)(j:5589)(f:7452),(y:3088)(p:594)(j:317)(f:317),
19,70,5321,(y:160)(p:479)(j:798)(f:1596),(y:2064)(p:4193)(j:6321)(f:11642),(y:1092)(p:2375)(j:5140)(f:6853),(y:11570)(p:2697)(j:1816)(f:1816),
19,71,10451,(y:314)(p:941)(j:1568)(f:3135),(y:3090)(p:7271)(j:11451)(f:21903),(y:1830)(p:4530)(j:10968)(f:14624),(y:3953)(p:1048)(j:790)(f:790),
19,72,10145,(y:304)(p:913)(j:1522)(f:3044),(y:3029)(p:7087)(j:11145)(f:21291),(y:1900)(p:4401)(j:10091)(f:13455),(y:1087)(p:270)(j:192)(f:192),
19,73,10262,(y:308)(p:924)(j:1539)(f:3079),(y:3053)(p:7158)(j:11263)(f:21525),(y:2397)(p:4450)(j:8011)(f:10681),(y:793)(p:158)(j:88)(f:88),
19,74,9087,(y:273)(p:818)(j:1363)(f:2726),(y:2818)(p:6453)(j:10088)(f:19176),(y:1709)(p:3957)(j:9073)(f:12097),(y:11472)(p:2847)(j:2031)(f:2031),
19,75,9445,(y:283)(p:850)(j:1417)(f:2834),(y:2889)(p:6668)(j:10446)(f:19892),(y:1735)(p:4107)(j:9594)(f:12791),(y:1298)(p:329)(j:239)(f:239),
19,76,8159,(y:245)(p:734)(j:1224)(f:2448),(y:2632)(p:5896)(j:9160)(f:17320),(y:1888)(p:3567)(j:6574)(f:8765),(y:1927)(p:390)(j:224)(f:224),
19,77,9424,(y:283)(p:848)(j:1414)(f:2827),(y:2885)(p:6655)(j:10424)(f:19849),(y:1846)(p:4098)(j:9045)(f:12060),(y:1888)(p:449)(j:308)(f:308),
19,78,5486,(y:165)(p:494)(j:823)(f:1646),(y:2097)(p:4292)(j:6486)(f:11973),(y:976)(p:2444)(j:5971)(f:7961),(y:608)(p:163)(j:124)(f:124),
19,79,8556,(y:257)(p:770)(j:1284)(f:2567),(y:2711)(p:6134)(j:9557)(f:18113),(y:1508)(p:3734)(j:9041)(f:12055),(y:1667)(p:442)(j:333)(f:333),
19,80,9706,(y:291)(p:874)(j:1456)(f:2912),(y:2941)(p:6824)(j:10706)(f:20412),(y:2193)(p:4217)(j:7951)(f:10602),(y:620)(p:128)(j:75)(f:75),
19,81,9689,(y:291)(p:872)(j:1453)(f:2907),(y:2938)(p:6814)(j:10690)(f:20379),(y:2072)(p:4210)(j:8479)(f:11306),(y:1225)(p:267)(j:167)(f:167),
19,82,9274,(y:278)(p:835)(j:1391)(f:2782),(y:2855)(p:6565)(j:10275)(f:19550),(y:1799)(p:4035)(j:8993)(f:11991),(y:1283)(p:308)(j:214)(f:214),
19,83,8231,(y:247)(p:741)(j:1235)(f:2470),(y:2646)(p:5939)(j:9232)(f:17464),(y:1937)(p:3597)(j:6475)(f:8634),(y:6433)(p:1280)(j:717)(f:717),
19,84,7945,(y:238)(p:715)(j:1192)(f:2384),(y:2589)(p:5767)(j:8945)(f:16891),(y:1760)(p:3477)(j:6780)(f:9040),(y:5037)(p:1066)(j:647)(f:647),
19,85,5514,(y:165)(p:496)(j:827)(f:1654),(y:2103)(p:4309)(j:6514)(f:12029),(y:1334)(p:2456)(j:4368)(f:5824),(y:2217)(p:437)(j:242)(f:242),
19,86,5557,(y:167)(p:500)(j:834)(f:1667),(y:2112)(p:4335)(j:6558)(f:12115),(y:1103)(p:2474)(j:5514)(f:7352),(y:62)(p:15)(j:10)(f:10),
19,87,5517,(y:166)(p:497)(j:828)(f:1655),(y:2103)(p:4310)(j:6517)(f:12035),(y:1187)(p:2457)(j:5055)(f:6740),(y:341)(p:76)(j:48)(f:48),
19,88,9254,(y:278)(p:833)(j:1388)(f:2776),(y:2851)(p:6553)(j:10254)(f:19509),(y:1757)(p:4027)(j:9147)(f:12196),(y:1364)(p:335)(j:237)(f:237),
19,89,9032,(y:271)(p:813)(j:1355)(f:2710),(y:2806)(p:6419)(j:10032)(f:19065),(y:1589)(p:3934)(j:9525)(f:12700),(y:1876)(p:498)(j:375)(f:375),
19,90,9897,(y:297)(p:891)(j:1485)(f:2969),(y:2980)(p:6939)(j:10898)(f:20796),(y:2095)(p:4297)(j:8748)(f:11664),(y:2623)(p:576)(j:365)(f:365),
19,91,8994,(y:270)(p:809)(j:1349)(f:2698),(y:2799)(p:6396)(j:9994)(f:18988),(y:1964)(p:3918)(j:7723)(f:10297),(y:6862)(p:1466)(j:899)(f:899),
19,92,9965,(y:299)(p:897)(j:1495)(f:2990),(y:2993)(p:6980)(j:10966)(f:20932),(y:1868)(p:4326)(j:9918)(f:13224),(y:1340)(p:333)(j:237)(f:237),
19,93,9911,(y:297)(p:892)(j:1487)(f:2973),(y:2982)(p:6947)(j:10912)(f:20823),(y:2257)(p:4303)(j:8022)(f:10696),(y:2594)(p:530)(j:307)(f:307),
19,94,9303,(y:279)(p:837)(j:1396)(f:2791),(y:2861)(p:6582)(j:10304)(f:19608),(y:1860)(p:4048)(j:8760)(f:11680),(y:132)(p:31)(j:21)(f:21),
19,95,7740,(y:232)(p:697)(j:1161)(f:2322),(y:2548)(p:5644)(j:8740)(f:16480),(y:1448)(p:3391)(j:7848)(f:10463),(y:736)(p:185)(j:133)(f:133),
19,96,8048,(y:241)(p:724)(j:1207)(f:2415),(y:2610)(p:5829)(j:9048)(f:17097),(y:1929)(p:3520)(j:6186)(f:8248),(y:867)(p:170)(j:93)(f:93),
19,97,8337,(y:250)(p:750)(j:1251)(f:2501),(y:2668)(p:6003)(j:9338)(f:17676),(y:1370)(p:3642)(j:9287)(f:12383),(y:464)(p:132)(j:105)(f:105),
19,98,10525,(y:316)(p:947)(j:1579)(f:3158),(y:3105)(p:7315)(j:11526)(f:22052),(y:2520)(p:4561)(j:7916)(f:10555),(y:2420)(p:469)(j:253)(f:253),
19,99,8758,(y:263)(p:788)(j:1314)(f:2627),(y:2752)(p:6255)(j:9758)(f:18516),(y:1613)(p:3818)(j:8919)(f:11892),(y:1096)(p:278)(j:202)(f:202),
19,100,8626,(y:259)(p:776)(j:1294)(f:2588),(y:2725)(p:6176)(j:9626)(f:18252),(y:2009)(p:3763)(j:6854)(f:9139),(y:359)(p:72)(j:41)(f:41),
19,101,9716,(y:292)(p:875)(j:1458)(f:2915),(y:2943)(p:6830)(j:10717)(f:20434),(y:2293)(p:4221)(j:7507)(f:10010),(y:760)(p:150)(j:83)(f:83),
19,102,7874,(y:236)(p:709)(j:1181)(f:2362),(y:2575)(p:5725)(j:8875)(f:16749),(y:1793)(p:3447)(j:6501)(f:8668),(y:3385)(p:698)(j:409)(f:409),
19,103,7935,(y:238)(p:714)(j:1190)(f:2381),(y:2587)(p:5761)(j:8936)(f:16872),(y:1854)(p:3473)(j:6326)(f:8435),(y:1406)(p:282)(j:160)(f:160),
19,104,8185,(y:246)(p:737)(j:1228)(f:2456),(y:2637)(p:5911)(j:9186)(f:17371),(y:1346)(p:3578)(j:9124)(f:12165),(y:1962)(p:559)(j:443)(f:443),
19,105,8116,(y:243)(p:730)(j:1217)(f:2435),(y:2623)(p:5870)(j:9116)(f:17233),(y:1747)(p:3549)(j:7148)(f:9531),(y:1809)(p:394)(j:247)(f:247),
19,106,10040,(y:301)(p:904)(j:1506)(f:3012),(y:3008)(p:7024)(j:11040)(f:21080),(y:2286)(p:4357)(j:8122)(f:10830),(y:1319)(p:269)(j:156)(f:156),
19,107,10391,(y:312)(p:935)(j:1559)(f:3117),(y:3078)(p:7235)(j:11391)(f:21783),(y:2112)(p:4504)(j:9556)(f:12741),(y:5058)(p:1156)(j:763)(f:763),
19,108,7995,(y:240)(p:720)(j:1199)(f:2399),(y:2599)(p:5797)(j:8996)(f:16991),(y:1397)(p:3498)(j:8546)(f:11394),(y:1150)(p:309)(j:235)(f:235),
19,109,9636,(y:289)(p:867)(j:1445)(f:2891),(y:2927)(p:6782)(j:10636)(f:20272),(y:2119)(p:4187)(j:8165)(f:10887),(y:1201)(p:254)(j:154)(f:154),
19,110,10036,(y:301)(p:903)(j:1505)(f:3011),(y:3007)(p:7022)(j:11036)(f:21072),(y:1658)(p:4355)(j:11012)(f:14683),(y:846)(p:238)(j:187)(f:187),
19,111,8243,(y:247)(p:742)(j:1237)(f:2473),(y:2649)(p:5946)(j:9243)(f:17487),(y:1472)(p:3602)(j:8645)(f:11527),(y:1188)(p:312)(j:233)(f:233),
19,112,10289,(y:309)(p:926)(j:1543)(f:3087),(y:3058)(p:7174)(j:11290)(f:21580),(y:1927)(p:4462)(j:10230)(f:13640),(y:5428)(p:1347)(j:961)(f:961),
19,113,9893,(y:297)(p:890)(j:1484)(f:2968),(y:2979)(p:6936)(j:10893)(f:20787),(y:2214)(p:4295)(j:8192)(f:10922),(y:3051)(p:634)(j:376)(f:376),
19,114,8881,(y:266)(p:799)(j:1332)(f:2664),(y:2776)(p:6329)(j:9882)(f:18763),(y:1923)(p:3870)(j:7713)(f:10284),(y:3499)(p:755)(j:468)(f:468),
19,115,8814,(y:264)(p:793)(j:1322)(f:2644),(y:2763)(p:6288)(j:9814)(f:18628),(y:1909)(p:3842)(j:7656)(f:10209),(y:729)(p:157)(j:98)(f:98),
19,116,9687,(y:291)(p:872)(j:1453)(f:2906),(y:2937)(p:6812)(j:10687)(f:20374),(y:2345)(p:4209)(j:7215)(f:9620),(y:3646)(p:701)(j:374)(f:374),
19,117,8817,(y:265)(p:794)(j:1323)(f:2645),(y:2764)(p:6291)(j:9818)(f:18635),(y:2052)(p:3843)(j:7000)(f:9334),(y:5212)(p:1046)(j:593)(f:593),
19,118,7232,(y:217)(p:651)(j:1085)(f:2170),(y:2446)(p:5339)(j:8232)(f:15464),(y:1756)(p:3178)(j:5515)(f:7354),(y:7583)(p:1471)(j:794)(f:794),
19,119,7236,(y:217)(p:651)(j:1085)(f:2171),(y:2447)(p:5342)(j:8237)(f:15473),(y:1461)(p:3179)(j:6881)(f:9175),(y:7504)(p:1749)(j:1178)(f:1178),
19,120,5387,(y:162)(p:485)(j:808)(f:1616),(y:2078)(p:4233)(j:6388)(f:11776),(y:1171)(p:2403)(j:4892)(f:6522),(y:1165)(p:256)(j:162)(f:162),
19,121,7240,(y:217)(p:652)(j:1086)(f:2172),(y:2448)(p:5344)(j:8240)(f:15481),(y:1462)(p:3181)(j:6884)(f:9179),(y:2261)(p:527)(j:355)(f:355),
19,122,7766,(y:233)(p:699)(j:1165)(f:2330),(y:2553)(p:5660)(j:8767)(f:16534),(y:1311)(p:3402)(j:8529)(f:11373),(y:9173)(p:2551)(j:1989)(f:1989),
19,123,9755,(y:293)(p:878)(j:1463)(f:2927),(y:2951)(p:6853)(j:10756)(f:20512),(y:2223)(p:4237)(j:7900)(f:10533),(y:3394)(p:693)(j:402)(f:402),
20,21,331,(y:10)(p:30)(j:50)(f:99),(y:1066)(p:1199)(j:1331)(f:1663),(y:127)(p:279)(j:610)(f:814),(y:1360)(p:320)(j:218)(f:218),
20,22,344,(y:10)(p:31)(j:52)(f:103),(y:1069)(p:1207)(j:1344)(f:1689),(y:108)(p:285)(j:720)(f:960),(y:1687)(p:475)(j:373)(f:373),
20,23,151,(y:5)(p:14)(j:23)(f:45),(y:1030)(p:1091)(j:1152)(f:1303),(y:78)(p:204)(j:515)(f:687),(y:1601)(p:450)(j:354)(f:354),
20,24,216,(y:6)(p:19)(j:32)(f:65),(y:1043)(p:1130)(j:1216)(f:1433),(y:120)(p:231)(j:435)(f:581),(y:6783)(p:1398)(j:820)(f:820),
20,25,2220,(y:67)(p:200)(j:333)(f:666),(y:1444)(p:2332)(j:3221)(f:5441),(y:453)(p:1073)(j:2505)(f:3340),(y:2786)(p:706)(j:513)(f:513),
20,26,1580,(y:47)(p:142)(j:237)(f:474),(y:1316)(p:1948)(j:2581)(f:4162),(y:373)(p:804)(j:1723)(f:2297),(y:28049)(p:6473)(j:4315)(f:4315),
20,27,897,(y:27)(p:81)(j:135)(f:269),(y:1180)(p:1539)(j:1898)(f:2795),(y:226)(p:517)(j:1174)(f:1566),(y:7418)(p:1821)(j:1287)(f:1287),
20,28,581,(y:17)(p:52)(j:87)(f:174),(y:1116)(p:1349)(j:1581)(f:2162),(y:175)(p:384)(j:840)(f:1119),(y:4108)(p:967)(j:658)(f:658),
20,29,2229,(y:67)(p:201)(j:334)(f:669),(y:1446)(p:2338)(j:3229)(f:5459),(y:575)(p:1076)(j:1961)(f:2614),(y:1643)(p:330)(j:187)(f:187),
20,30,7576,(y:227)(p:682)(j:1137)(f:2273),(y:2515)(p:5546)(j:8577)(f:16154),(y:1728)(p:3322)(j:6265)(f:8353),(y:2015)(p:415)(j:244)(f:244),
20,31,4556,(y:137)(p:410)(j:684)(f:1367),(y:1911)(p:3734)(j:5557)(f:10114),(y:1087)(p:2054)(j:3785)(f:5047),(y:1598)(p:323)(j:185)(f:185),
